COMPOUND,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,nRotB,MLogP,nAtomLAC,nAtomP,nAtomLC,nB,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings6,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,PetitjeanNumber,MDEC.12,MDEC.13,MDEC.22,MDEC.23,MDEC.33,MDEO.11,khs.sCH3,khs.ssCH2,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.sOH,khs.dO,khs.ssO,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.5,VC.3,VC.5,SCH.6,SCH.7,VCH.6,VCH.7,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,label
TH287 hydrochloride,11.85,34.969854021309,-0.276046030565077,0.200092855986983,5.48709633591967,11.0092311762335,0.09090909,3.287,269.13019,2,2.01,0,14,2,18,27,12,12,3.4492,11.89698064,72.2498,2,2,2,2,2,0.23814654,86,498,26,34.030319,2.001783,16.46507,0,11.404646,5.169925,210.889796352467,63.83,1,0.5,0.7098962,1.38119937,2.7016,9.167199,6.4099259,0,1,0,4,0,0,6,0,0,0,13.432099,5.76,3.0625,0.09090909,512.06,0.7058824,222,12.413849,8.113392,7.277791,6.0295906,4.773908,3.6925452,2.32001574,1.52622397,10.548965,5.6383629,4.1331671,3.0460325,1.8308785,1.14845858,0.599169824,0.334854811,2.7971897,4.2723255,5.9578716,1.31159689,1.52439919,1.753325,1.2237011,0.2826916,0.56440335,0.15233819,0.13608276,0.3308041,0.03849002,0.08934969,1,7,1,0,0,1192.24875,1376.7373,1878.43971,1869.86601,1484.9432,33.865821,23.066815,34.911731,44.967441,33.966436,0.276404275019981,-0.198623527621575,0.130369581284492,-0.118794739891902,0.101095136063794,2,4,14.41207,34.78793,0
TH588,11.85,34.9698541956915,-0.271120192032432,0.200104301324637,5.84122956311101,11.0757312776746,0.23076923,3.83,295.16754,3,2.23,0,14,0,21,31,12,12,3.9389,15.51493321,79.4602,3,2,3,2,2,0.21707643,102,695,28,38.339969,2.017893,16.722595,0,11.660636,5.392317,233.125306903401,63.83,0.8,0.4444444,0,0,3.9525779,12.68543,7.5200722,0,0,1,4,1,0,6,0,0,0,13.959184,5.78,3.365961,0.23076923,747.06,0.8421053,296,13.405413,9.13103,8.54862,6.5271553,5.3401315,4.0873135,2.80981255,1.88271273,11.540529,6.7435347,5.3017784,3.4305738,2.13022534,1.34781152,0.747156843,0.432291023,2.8287679,4.5060393,6.195747,1.35648375,1.62376342,1.859084,1.4278252,0.2826916,0.70874092,0.15233819,0.30274943,0.4859547,0.11243155,0.14495436,1,7,1,0,3,1341.22715,1576.71263,2062.69563,2084.15422,1792.40072,35.865821,26.066815,37.244095,46.967441,38.2988,0.271266814073153,-0.189627676703128,0.11907940497022,-0.109117615404286,0.0844181845002096,2,4,16.598484,39.641516,0
Thiostrepton,11.9960656841329,31.9761001092316,-0.412960800964856,0.312958772392254,4.47245341203188,15.5841379816399,0.43055556,1.292,1664.89502,14,4.76,4,20,9,123,199,26,26,-0.3998,0.15984004,420.9909,8,5,2,5,3,0.4214026,612,78273,211,229.463011,2.012833,118.820116,45.627448,57.666159,7.942515,1456.41664858447,701,0.9333333,0.4827586,13.0499773,0,6.5294876,0,0,0,10,4,5,15,18,12,5,12,1,96.216934,42.326495,23.196735,0.43055556,30382.42,0.6052632,5326,83.436606,53.743219,51.667322,43.8553911,33.5998397,26.6519357,20.21372151,14.87555275,67.103669,40.1334639,32.3040006,24.3183834,17.18876971,11.53752691,7.968198994,5.491724867,25.9828723,35.3218533,52.3312806,10.54774526,13.96327614,16.99561,10.52203,4.0082659,4.92715094,1.11561115,0.84133468,1.6626734,0.52256646,0.7427662,24,15,2,11,17,10180.17551,12235.82768,17864.59034,19788.45331,21966.50511,165.418834,152.156331,235.5668,274.258832,316.034291,3.43819139649702,-1.47912474831613,-0.907956438602131,1.81753726173529,-1.49974570534295,17,37,133.574595,233.233405,0
thymidine 5'-(trisodium hydrogen triphosphate),11.89,16.0094539967395,-0.38056706042212,0.290795166911771,4.69400703484366,10.8978707326497,0.6,-3.798,548.1142,11,0.14,0,13,9,33,46,0,0,-2.75,7.5625,86.0009,2,1,2,1,1,0.42910192,166,3159,51,62.587991,1.955875,61.610592,37.615355,6.424687,6.044394,319.984831643137,235.12,1,0.5,0.7279283,1.85314401,0.8434327,7.086836,5.1860766,2.80528285,1,2,1,3,0,1,2,5,7,28.238751,11.16,7.497845,0.6,1217.22,0.34375,804,24.319626,14.766716,14.774381,11.3218757,8.2310468,6.0544133,3.95716254,2.44400414,23.977703,12.2516509,9.1505797,7.1339966,3.88529404,2.83857554,1.819075948,0.835137372,7.5211991,11.0719427,14.9286409,2.84564508,3.08932619,3.668316,4.4728853,0.4487842,1.15279017,0.0966229,0.27537754,0.4810936,0.10511154,0.12768256,2,0,1,3,3,1059.86802,1256.48503,1785.8073,1701.81214,1468.12491,68.505124,69.695759,94.02561,103.111193,99.815425,0.522551842611037,-0.249934443059883,-0.00982443384137765,0.00316404355351707,-0.00401190807183113,3,16,124.106898,122.053102,0
TK216,11.9985090441457,34.9701567764187,-0.375144352710196,0.241250705272371,5.41819049306458,11.659926945296,0.26315789,4.998,376.23389,4,2.89,2,9,3,28,40,12,12,3.7857,14.33152449,95.7063,4,2,3,2,2,0.17704641,142,1483,45,50.667253,2.02669,15.859829,7.686128,3.061607,5.807355,312.652238033384,66.4,1,0.5,0,0,8.5507137,20.657702,9.7526205,0.76630943,0,2,6,1,2,6,1,2,0,18.367347,6.866414,3.336972,0.26315789,1249.06,0.8,526,17.76722,11.897703,11.557822,9.7785923,8.0738081,6.443411,4.19167489,2.78154492,14.694269,8.8100778,7.4042423,5.1704602,3.7049616,2.55002505,1.400650348,0.834712049,5.820004,9.2709263,14.1801566,2.37169895,3.25693527,4.142506,2.3363048,0.9131373,1.20182653,0.27105275,0.56831826,1.0500119,0.22491643,0.34744971,1,10,3,0,3,1885.78401,2299.52211,3300.78873,3413.3123,2855.16115,43.109287,33.232181,50.851642,62.016459,61.512708,0.447984959516316,-0.100413595644884,-0.0627529617367722,-0.0117362106971064,-0.209996145704905,2,4,19.814105,51.307895,0
Topotecan,11.9883869102146,16.0064573738253,-0.374591021126642,0.31245736895058,4.92431102987437,11.5279779143839,0.34782609,0.863,421.4467,3,3.11,2,18,3,35,54,11,10,1.5523,2.40963529,114.7289,5,3,1,2,4,0.24503532,180,2485,64,64.05175,2.066185,23.116711,13.298663,9.818048,6.129283,375.99509741184,103.2,0.8571429,0.4615385,3.9378217,5.24616876,5.9948282,24.92179,16.1952718,0.87091297,3,4,4,0,1,7,2,2,1,22.77551,8.340496,3.584819,0.34782609,2434.08,0.6774194,685,22.076621,14.740238,14.433659,13.1141099,11.068435,9.7506611,7.60719216,6.07824077,17.598641,10.2062756,8.4668761,6.2525467,4.58203556,3.34777298,2.162632759,1.480009237,7.8699718,12.8953393,20.1036223,2.88064348,4.08872827,5.240527,3.0009719,1.1492311,1.45772605,0.28653809,0.41661214,1.0484002,0.15423584,0.29029653,2,8,5,4,1,2507.56282,3126.79072,4873.79652,5357.80241,4798.55667,35.952286,38.322007,60.812396,72.884209,67.192499,0.793036615615269,-0.426324313884099,0.0828861760304587,-0.0402984709671342,-0.0321285174656787,2,7,34.255761,63.126239,1
Topovale,11.85,15.9989512451389,-0.346973002391462,0.238915700457762,5.05762535077137,12.1856610698094,0.30434783,2.328,421.4467,5,3.11,2,23,4,35,54,17,16,2.5693,6.60130249,113.9215,5,4,1,1,4,0.17418402,174,2389,59,64.444896,2.078868,24.17946,14.444779,9.734681,6.129283,365.09509741184,73.36,1,0.5,5.086814,7.19162824,6.1619975,25.733758,17.8106744,0,4,3,5,0,0,4,0,1,4,22.77551,9.330621,4.072022,0.30434783,2434.08,0.6774194,628,21.697942,15.01157,13.794895,12.349544,10.8739569,9.5554969,7.886708,6.33556339,17.890954,9.9684458,7.755941,5.6640605,4.09499548,3.04761609,2.057891258,1.401198955,5.7565896,9.8944709,15.5892758,2.13692891,2.98361335,3.928458,2.2255566,0.6390368,1.08575707,0.16943103,0.37037037,0.7536886,0.10580021,0.18211983,2,10,4,2,0,2343.53027,2896.5954,4425.02758,5023.68648,4795.3173,35.952286,39.318283,57.646214,65.61519,66.390731,0.971622951337474,-0.625433362408442,0.100311721390709,0.150377106351498,-0.230296847076833,0,4,39.045761,63.126239,1
Trabectedin,11.9960953012561,31.9720738166119,-0.376551455558132,0.287654150451743,4.40777818014365,15.7729336270712,0.48717949,2.838,761.8398,4,4.1,2,11,3,62,97,18,18,4.5158,20.39244964,196.2632,8,3,1,3,7,0.25486632,320,9396,126,112.863698,2.090068,44.17105,30.723529,10.221171,6.954196,658.382483481874,194.02,0.875,0.4666667,6.6988734,21.25014348,6.2882059,38.903618,0,1.04794754,6,6,3,6,2,15,3,2,6,39.460458,14.922116,5.968837,0.48717949,8163.15,0.7222222,1421,37.954572,25.909959,24.851074,23.24926,21.5563842,18.7288867,16.07455819,13.57768591,31.665592,19.1151784,16.0602595,13.7393325,11.68730926,9.74293282,7.681174351,5.951875265,12.9679591,24.0837177,39.3730327,6.44874587,11.11595052,17.06415,4.6150519,1.8135931,2.46152957,0.72259711,0.45239684,1.3438581,0.18530442,0.52931071,2,10,8,7,7,5432.81569,6969.54332,11293.17208,14353.95605,15632.13441,69.726853,72.314589,114.688429,154.156998,182.798736,1.63296035648613,-0.96645092263527,-0.0930261879518962,0.495590713065778,-0.177492907042118,4,7,67.319901,112.334099,1
Triapine,11.9935115964167,31.9720716297206,-0.333109531453468,0.121608718487107,5.95062639408542,9.04451623926615,0,0.355,195.24622,3,1.57,0,13,5,13,22,6,6,0.2395,0.05736025,56.4111,1,1,1,1,1,0.62243068,58,280,14,25.395977,1.953537,16.199787,0,13.814577,4.70044,166.6824239755,121.41,1,0.5,0,0,2.9416828,4.565001,1.1052094,0,0,0,3,0,1,2,0,0,0,11.076923,5.671875,4.152249,0,328.06,0.4615385,163,9.681798,6.198377,5.346571,3.6455081,2.6102026,1.823303,1.02453539,0.6608029,7.583274,3.897351,2.6519491,1.3241013,0.74756215,0.4115138,0.175664323,0.088838074,1.3088952,1.5290821,1.6373682,0.3532207,0.31624888,0.2597732,0.8106172,0.1178511,0.32465975,0.02151657,0.08333333,0.1422589,0.02151657,0.0248452,2,4,0,0,0,735.02607,776.28182,909.57593,772.59767,556.48437,20.927655,16.026857,21.916346,18.024306,13.220655,0.188704280430976,-0.0716397883504303,-0.0942257271304085,0.0921357871633134,0.00569974910413484,3,5,11.638863,26.721137,0
Triazavirin,11.999,31.9720717735116,-0.276614420776782,0.279796487683523,4.02934098795394,9.68258693182955,0.4,1.436,230.20584,2,0.91,0,9,3,16,21,5,5,0.9893,0.97871449,47.5023,2,1,1,1,1,0.58733459,78,347,23,30.014243,2.00095,29.060411,7.410688,18.855584,5,154.464977632017,135.1,1,0.5,0,1.0162655,0,0,2.6207414,0.94494079,1,0,0,1,1,2,1,2,0,11.484375,4.47259,2.097815,0.4,274.1,0.6,187,10.999636,7.130229,6.513951,5.5022187,4.5131149,3.2222222,2.35472859,1.43648898,8.301873,5.0461623,3.3781836,2.2305226,1.3504139,0.87373521,0.501077104,0.244302133,2.8592273,4.5042759,5.7395331,0.73128142,0.85265482,0.905843,1.1687398,0.361259,0.38715482,0.04535534,0.24719387,0.4966624,0.06147641,0.09709054,1,0,0,1,0,817.28474,951.80734,1331.38993,1202.05437,910.38637,25.611042,22.828002,32.680474,33.343817,29.369728,0.516050461407059,-0.199255828169708,-0.132312157127404,-0.0308962463587123,0.113180036777309,2,5,14.055242,24.706758,0
Triciribine,11.9933704846177,15.9979399212308,-0.393276960368524,0.155893885010305,4.34607185919385,10.7624042443254,0.46153846,-0.102,320.30446,2,1.79,0,13,2,26,39,10,9,-1.2752,1.62613504,79.2728,4,3,2,1,2,0.44436003,132,1057,44,47.482862,2.064472,29.411774,10.650884,18.76089,5.70044,250.137598581112,142.25,1,0.5,0.5313293,1.99493606,0.577757,8.321933,13.1777275,0.76630943,1,1,2,4,1,2,3,0,1,16.467456,6.06375,2.444444,0.46153846,1258.1,0.7391304,393,16.3006,11.024076,10.375763,9.7552227,8.4775084,6.9527473,5.31588904,3.92783155,12.234516,7.0876718,5.5836312,4.220872,3.07499415,2.02298034,1.24195512,0.749919066,5.2360745,8.9541823,13.5045643,1.77603034,2.5047299,2.993323,1.8144963,0.7255475,0.80296981,0.18105256,0.56309194,1.1332477,0.18520935,0.27248615,4,0,2,2,3,1576.94431,1965.68849,3040.3647,3094.48628,2724.62121,28.257758,29.848441,46.47812,53.521307,47.833939,0.790981110829145,-0.34209120619492,-0.084386820310751,-0.0490573406873582,0.0922110020301927,4,9,25.347312,43.356688,0
Trimethoprim,11.9961958604657,15.9987120215726,-0.372718220014713,0.199538294689347,5.01894222754263,9.85295338808948,0.28571429,0.783,290.31826,5,2.23,0,9,2,22,39,12,12,1.5436,2.38270096,81.5094,2,2,2,2,2,0.36365467,104,946,33,41.920623,1.99622,19.444827,8.411015,11.033812,5.459432,258.726294790884,105.51,0.8333333,0.4545455,2.428704,4.61350383,2.3811016,11.345249,6.7821046,0,3,1,3,0,0,7,0,0,3,17.355372,8.022222,4.260355,0.28571429,1180.07,0.6190476,367,15.405413,10.083249,8.637479,7.2485539,5.9913648,4.6393016,2.78914903,1.86365126,12.21303,6.2439693,4.3490449,3.0357491,2.02783608,1.35837684,0.692106252,0.395992239,3.167273,5.1097907,6.9247362,0.99084549,1.28644859,1.447137,1.3645843,0.2539339,0.51108012,0.05040858,0.12359694,0.3413301,0.03526709,0.06711978,2,5,2,0,1,1222.72963,1405.74283,1924.99085,2004.62417,1686.67929,24.763328,24.989643,33.931019,38.037127,35.147985,0.653043493979367,-0.428238653097909,0.0630540963649514,0.129629400630381,-0.0638851565969744,2,4,26.745726,43.448274,0
Triptolide,11.9884159697772,16.0066515501366,-0.386415293268753,0.360648546184943,4.63249298427091,12.7221969927595,0.85,-0.007,360.40173,1,3,3,5,3,32,50,0,0,0.8725,0.76125625,87.26,7,0,1,0,3,0.23356462,182,1349,65,54.231274,2.085818,17.407014,17.407014,0,6,315.449383114301,84.12,0.8333333,0.4545455,2.2095639,6.30461522,2.1822473,11.558934,10.7587882,0.11111111,3,4,0,6,3,0,1,1,4,15.869141,4.136742,1.3248,0.85,2486.06,0.7692308,506,17.853007,12.34366,13.203443,12.7546401,11.7568117,9.6108207,8.12288175,6.5173537,15.280984,9.9491932,9.9086228,8.7461381,7.38574769,5.8253036,4.558579244,3.364839024,9.5439531,17.6671704,29.4858402,6.07500371,10.20546449,15.86996,3.2858402,1.9319171,2.34474658,1.10994613,2.62631593,5.8726366,1.23981713,2.66383853,1,0,2,4,7,2201.84104,3002.37617,4663.02256,5609.53654,4519.46048,30.646814,35.32092,55.423757,75.735992,63.52287,0.890606337071301,-0.370725183376711,-0.0916500658817072,0.00866839244827747,0.111467305035183,1,6,34.858968,56.015032,1
Trovafloxacin,11.9961514033307,19.0004172814937,-0.346508550233461,0.314484347924834,4.08488547906549,11.4254824539861,0.25,3.942,416.35407,3,2.56,0,21,3,34,45,12,12,2.1879,4.78690641,101.0404,5,3,3,2,3,0.23974451,174,2266,53,61.521474,2.050716,27.904008,7.449114,12.784003,6.087463,335.726126892204,99.76,0.8571429,0.4615385,0,0,4.6854984,23.325397,19.2739061,0.94494079,0,2,5,3,1,6,1,2,0,21.82526,8.093984,3.7632,0.25,1531.1,0.7333333,665,21.317108,14.256928,14.08447,12.1408277,10.2641216,8.393329,6.59905504,4.94923484,15.34961,9.2113794,7.6177968,5.6800213,3.97283371,2.74900567,1.643995329,0.992414435,6.3677861,10.0800407,14.7131318,2.1830665,2.781282,3.185821,2.7336419,0.7203757,1.13729466,0.14013715,0.95748403,1.3810592,0.58151741,0.54941928,4,9,2,2,1,2023.08145,2527.1298,3702.60501,3862.92043,3698.96637,38.269461,38.237269,58.141509,63.924702,65.964801,0.771882811662174,-0.304883049462285,0.0538673623413463,-0.361818591516886,0.308592922701254,2,7,26.543105,53.678895,0
Tubercidin,11.99623296933,15.9992954516364,-0.408502293993902,0.149913211497771,4.32657136766868,10.003045265522,0.45454545,-0.559,266.2537,2,1.79,0,10,2,21,33,10,9,-1.2421,1.54281241,65.4036,3,2,2,1,1,0.4759462,104,657,32,38.745477,2.039236,22.851323,10.636368,12.214954,5.392317,208.545026314645,126.65,0.8,0.4444444,0,0,1.5503439,9.109454,8.2502056,0.76630943,0,1,3,4,0,1,3,0,1,13.959184,5.413111,2.275556,0.45454545,883.08,0.7368421,288,13.56855,9.130229,8.26322,7.7585417,6.3876623,4.705071,3.3721757,2.30225202,9.917439,5.8265779,4.4480561,3.3313839,2.3056722,1.37752659,0.793242679,0.449250123,3.9846367,6.5130985,8.6925678,1.32074889,1.76067688,1.859968,1.3316002,0.5487953,0.59046981,0.13008344,0.50524519,0.9066857,0.16418397,0.20820583,3,1,1,2,3,1130.80204,1373.35428,2027.38659,1886.6266,1562.56759,23.537797,23.989915,36.28723,39.804255,32.950705,0.699380581810827,-0.313317689788887,-0.0608127575636557,-0.0559504750690416,0.10007390977873,4,7,21.180898,36.303102,1
UCN-01,11.9961193067721,15.9993104199549,-0.402313504161235,0.234534451485549,5.40356105923223,13.4862897653139,0.32142857,5.583,482.5315,2,3.66,0,23,2,43,62,24,20,3.48,12.1104,132.9042,8,5,1,1,4,0.18598269,226,2937,88,76.944835,2.137357,24.469329,11.199463,13.269866,6.426265,392.275719245579,89.68,0.6666667,0.4,4.0571395,8.62369891,8.4122601,31.842383,35.6727845,0.25,3,1,8,4,1,2,1,1,2,23.85073,8.257143,2.884537,0.32142857,3501.08,0.8055556,674,24.507343,17.490549,16.870632,16.2712605,16.3294618,14.9371913,12.82450418,11.7453025,20.201696,12.3815639,10.2659158,8.6468899,7.37861505,5.75055394,4.23312458,3.291447322,8.7391073,18.2214578,31.3574411,3.89362964,6.9574117,10.15945,3.0336889,1.2117957,1.53231178,0.44088417,0.89837679,1.8024083,0.31647582,0.56003835,1,12,6,3,4,3695.75349,4879.19373,8251.37791,10175.15733,11058.58018,40.537797,46.654371,77.031219,97.217479,113.017094,0.78835857240209,-0.472562848264723,0.0957488651651404,0.0454123380823804,-0.137912362453403,3,6,38.493382,74.224618,0
UDP disodium salt,11.988600817553,30.9747644231698,-0.387766158118726,0.461442490830422,2.1009065999016,9.52291069759465,0.55555556,-5.004,404.16158,6,0.69,0,9,6,26,39,0,0,-4.071,16.573041,74.9243,2,1,2,1,1,0.57427905,132,1584,37,49.023316,1.960933,44.050417,31.043506,6.427936,5.70044,298.728774468667,232.01,0.8571429,0.4615385,0,0,0.9654894,6.195196,5.9316613,5.85469166,0,1,2,4,0,0,5,4,3,21.301775,7.935,5.736296,0.55555556,1000.16,0.44,507,18.991199,11.394466,12.377558,8.0717627,6.9685933,4.4730127,3.18000547,2.06265515,12.55454,7.225429,5.5474213,3.4554341,2.3317844,1.35533759,0.774192988,0.443506762,4.9450683,8.9652037,10.8849148,1.33043044,1.71303165,1.714565,4.1158767,0.4376842,0.91371121,0.09556363,0.3260927,0.5853897,0.11156698,0.13117222,2,1,0,2,3,985.88602,1173.61317,1676.1622,1599.47358,1358.07565,46.314417,48.637566,62.584082,62.321884,57.53232,1.50521096485252,-1.06570734185458,0.693372443794708,-0.680823359537434,0.35644876434787,6,14,42.484898,44.259102,0
Urolithin A,11.85,15.9979277438285,-0.361341948300808,0.299023842427344,4.80291950587511,10.1814684916274,0,2.63,228.20071,0,2.45,0,17,0,19,25,12,12,2.4156,5.83512336,59.8295,3,3,1,1,3,0.29275276,94,468,29,35.049326,2.061725,10.773266,10.773266,0,5.247928,191.240578631312,66.76,0.8,0.4444444,0,0,4.9384236,16.625058,8.5072759,0.46415888,0,0,6,0,0,2,2,1,0,12.055402,4.591837,2.171745,0,457.04,0.8235294,243,11.991199,8.147867,7.801078,6.4760731,5.6433358,5.0131939,3.54394875,2.39441802,8.675025,5.0356538,3.7998686,2.6810873,1.9088071,1.35390618,0.733878473,0.411415815,2.9818854,4.9549172,7.8833985,0.90921084,1.25575737,1.552998,1.3879675,0.2753775,0.46616978,0.07070514,0.18144368,0.4757074,0.06087028,0.10209301,1,9,3,0,0,1042.8094,1258.57381,1837.22866,1847.31384,1373.82268,20.097876,20.66046,31.431205,32.653012,28.095389,0.360405227638322,-0.188788649661999,0.0628152314617475,-0.0387831489791564,-0.0437562946706847,2,1,11.619656,31.422344,0
Valacyclovir hydrochloride,11.9885126683071,16.0062884642144,-0.362642473737739,0.370585875545069,4.58988894995976,9.5896930779534,0.61538462,-0.673,324.33622,8,1.79,4,10,9,24,43,0,0,-0.5999,0.35988001,78.6944,2,0,1,0,1,0.44719402,114,1440,33,45.662381,1.985321,28.701544,11.049675,17.65187,5.584963,296.650515982712,144.96,0.8571429,0.4615385,1.1429762,2.72269219,2.4068519,6.440236,4.9216529,0.09090909,2,4,0,2,5,0,0,2,2,19.326389,8.909091,5.234979,0.61538462,1430.1,0.3913043,504,16.982763,10.896755,9.937427,7.8893394,5.9563071,4.0351389,2.89419063,1.81045774,13.059676,7.1674394,5.3731871,3.2595114,1.86723643,1.04385388,0.572013795,0.294631676,3.9487474,5.5107606,6.721029,1.32546835,1.24301337,1.176295,1.7246953,0.5483548,0.79875457,0.1586491,0.24719387,0.4913853,0.07098906,0.08832083,3,1,0,4,1,1213.3227,1378.13118,1846.66152,1701.68681,1365.8665,28.257758,27.820553,39.505027,40.473641,35.307006,0.996896925869136,-0.677418027219306,0.229854674697709,-0.0859073354505038,0.098491671743033,2,10,32.23214,46.02386,0
Vidarabine,11.996249329478,15.9992963306025,-0.41772755011817,0.15125586776247,4.31536793302501,9.83629562513253,0.5,-1.417,267.24172,2,1.57,0,10,2,21,32,10,9,-2.0201,4.08080401,63.2276,3,2,2,1,1,0.52243241,104,657,32,38.745477,2.039236,25.968866,10.636368,15.332498,5.392317,202.245801896945,139.54,0.8,0.4444444,0,0,0.577757,6.586066,8.2502056,0.76630943,0,1,2,4,0,1,3,0,1,13.959184,5.413111,2.275556,0.5,814.09,0.7368421,288,13.56855,9.130229,8.26322,7.7585417,6.3876623,4.705071,3.3721757,2.30225202,9.787302,5.6863751,4.3118194,3.1783831,2.16609082,1.28301789,0.717266469,0.394546868,3.9846367,6.5130985,8.6925678,1.25553376,1.64524256,1.728524,1.3316002,0.5487953,0.57420272,0.12262988,0.50524519,0.9066857,0.1513772,0.18860289,2,1,0,2,3,1088.02919,1320.92256,1948.25725,1815.60633,1501.73857,23.897778,24.322279,36.813392,40.551832,33.504438,0.791268133018916,-0.375706703107108,-0.0815406368692269,0.0289365027642885,0.0794375029397434,4,8,21.407691,34.976309,0
Vidofludimus,11.85,18.9984076344879,-0.348761640232937,0.287090057564092,4.43090183809341,9.87179567723665,0.2,3.337,355.36038,6,3,0,21,3,28,44,12,12,3.8534,14.84869156,94.4323,3,2,3,2,2,0.21296907,134,1827,40,52.549557,2.021137,15.826786,10.187863,3.068596,5.807355,324.103872669252,75.63,1,0.5,1.5981808,1.29267934,10.186118,22.663541,9.7442879,0.81432528,1,3,7,0,4,5,1,2,1,20.727041,9.467456,5.093426,0.2,1466.06,0.7307692,597,18.681434,12.490402,11.227071,9.3415069,7.6143049,5.8375355,3.57220504,2.50095455,14.212695,8.1997176,5.9965182,4.3704339,3.0267385,1.78888219,0.93757086,0.533800795,4.2473727,6.312155,8.5774946,1.38259256,1.79211821,1.758998,1.7810275,0.4890478,0.63488258,0.10895592,0.28745748,0.5539961,0.14022239,0.15842059,2,10,4,0,3,1612.64478,1885.4307,2595.34283,2520.28193,2242.23786,30.959901,30.574609,43.650507,45.661775,44.727279,0.571829570905849,-0.310767022428244,0.0691768198638697,0.0966864161905998,-0.332647362571313,2,4,25.372726,52.067274,0
Vincosamide,11.85,16.0019751914433,-0.393365092228596,0.232659237978915,4.36594653688252,11.8450126474422,0.5,1.211,498.526,4,3.22,2,9,2,41,66,10,9,0.2368,0.05607424,126.8501,6,2,2,1,5,0.29046555,206,3882,73,75.079006,2.085528,28.8725,22.082305,6.790195,6.357552,436.173429883757,144.71,0.875,0.4666667,1.6365177,2.87795492,9.0178711,30.212184,25.2235544,1.70902666,0,4,4,9,2,2,4,1,3,26.234384,10.525494,4.410683,0.5,3781.1,0.7777778,945,25.137099,17.422254,15.986086,15.3997016,13.2323205,11.1059012,8.64639032,6.86436473,19.564849,12.2704512,9.8934305,8.0401496,6.13189091,4.58145002,3.056698664,2.142113328,7.7587889,13.2217487,19.8969689,3.25704984,4.84440018,6.345221,2.5251291,1.0412232,1.31094305,0.33626637,0.49719387,1.1519952,0.21149823,0.41289548,3,7,3,4,7,2766.52533,3434.32141,5243.20558,5795.8748,5215.48666,42.915713,45.483921,70.413235,86.144,79.673297,1.10252225296786,-0.480038506527593,-0.0556811628695254,-0.0894795052657317,0.0855744759525529,5,9,42.14221,74.37979,0
